"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"18696","you can't give a old dog a new bone..",0,FALSE,FALSE,"806253144858591232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:45:03 +0000 2016",NA,NA,"en",4,FALSE,"Lancaster, PA","702400685","been that & still that",TRUE,"Sat Oct 05 21:49:38 +0000 2013",21370,1399,8017,FALSE,NA,"Ny",NA,"en",NA,1152,"vixv__","US","United States","city","Lancaster, PA",NA,NA,40.0399505,-76.3003825,NA,NA,NA,NA
"18740","My dog broke his hip because he stopped in the middle of the stairs to lick his own ass 
https://t.co/qfH3eF8Rh3",0,FALSE,FALSE,"806253166190792705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:45:08 +0000 2016",NA,NA,"en",5,FALSE,"minnesota","2496178042","trying to be optimistic, probably failing. MN photographer and waitress. @jacobcinema took my profile pic",TRUE,"Sun Apr 20 02:34:32 +0000 2014",2600,173,8697,FALSE,"https://drive.google.com/open?id=0B1QQY44AHR0TNXY1a1lVSjl2bFU","Jadyn",NA,"en",NA,128,"jadynbreanna","US","United States","city","Faribault, MN",NA,NA,44.296456,-93.276465,NA,NA,"http://youtu.be/p5EiexpH_pM?a","https://t.co/qfH3eF8Rh3"
"18843","Bitch <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/ozC8SQI3BX",0,FALSE,FALSE,"806253225435340800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:45:23 +0000 2016",NA,NA,"en",6,FALSE,NA,"292758574","Demond<U+2764><U+FE0F>",TRUE,"Wed May 04 05:28:11 +0000 2011",64083,1512,425,FALSE,NA,"IBEATFATHOESUP<ed><U+00A0><U+00BD><ed><U+00B7><U+00A3>","Central Time (US & Canada)","en",-21600,797,"RaeeBans_","US","United States","city","New Orleans, LA",NA,NA,29.982601,-90.011008,NA,NA,"http://GlowInTheBarkShop.com","https://t.co/ozC8SQI3BX"
"18863","He wants a dog<ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>",0,FALSE,FALSE,"806253238349479937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:45:26 +0000 2016",NA,NA,"en",1,FALSE,NA,"967277220","You cant lose what you never had//UCSB<U+2600><U+FE0F>",TRUE,"Sat Nov 24 03:28:23 +0000 2012",15012,260,1747,FALSE,NA,"Lupe","Pacific Time (US & Canada)","en",-28800,267,"Luppe28","US","United States","city","Isla Vista, CA",NA,NA,34.421639,-119.8550785,NA,NA,NA,NA
"19002","I just entered a Prize Giveaway! - Friendly Paw Dog Bed on https://t.co/RrHJBZeKWR https://t.co/rSNcWUcbWI #win #Fishbowlprizes",0,FALSE,FALSE,"806253315143192576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 21:45:44 +0000 2016",NA,NA,"en",39,FALSE,"Alabama, USA","2841878958","Love freebies, contests, sweepstakes, and giveaways! Obsessed with winning ... Follow me and win lots of goodies!",TRUE,"Mon Oct 06 03:01:01 +0000 2014",7388,798,1432,FALSE,NA,"Makaroni",NA,"en",NA,2494,"pollywollymak","US","United States","admin","Alabama, USA",NA,NA,32.576227,-86.6807375,NA,NA,"https://twitter.com/fredcantu/status/805931978403049473","https://t.co/RrHJBZeKWR"
"19012","A big dog...",0,FALSE,FALSE,"806253320000061440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:45:45 +0000 2016",NA,NA,"en",1,FALSE,NA,"967277220","You cant lose what you never had//UCSB<U+2600><U+FE0F>",TRUE,"Sat Nov 24 03:28:23 +0000 2012",15013,260,1747,FALSE,NA,"Lupe","Pacific Time (US & Canada)","en",-28800,267,"Luppe28","US","United States","city","Isla Vista, CA",NA,NA,34.421639,-119.8550785,NA,NA,NA,NA
"19020","Fuck...dogs at the pound are free right now...I'm soooo tempted to go get a puppy",0,FALSE,FALSE,"806253324726980609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:45:46 +0000 2016",NA,NA,"en",13,FALSE,"matt fike<U+2661>","505114615",NA,TRUE,"Sun Feb 26 23:14:56 +0000 2012",96811,3523,37133,FALSE,"http://Instagram.com/marleyrobinson","marley<U+263B>","Arizona","en",-25200,339,"marleyrobinson1","US","United States","city","Paradise, NV",NA,NA,36.0609645,-115.135165,NA,NA,NA,NA
"19221","After 9 years of answering with ?? when asked her dog's breed, @musthavemom tested her #DoggieDNA w/@WisdomPanel: A… https://t.co/LWBV2b4wd3",0,FALSE,TRUE,"806253438652837888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 21:46:13 +0000 2016",NA,NA,"en",166,FALSE,"Detroit, MI.","34395161","#DetroitMomBlogger #TwitterPartyHost #ProductReviewer  #CassTechAlumni  #MSUAlumni #AlabamaStateAlum PR & SEO Friendly Blog #Author",TRUE,"Wed Apr 22 20:56:11 +0000 2009",47803,52421,936,FALSE,"http://detroitmomandherviews.com/","LaTonya","Eastern Time (US & Canada)","en",-18000,10602,"sesynurse","US","United States","city","Detroit, MI",NA,NA,42.3527865,-83.099288,NA,NA,"https://twitter.com/cnn/status/806142054556463104","https://t.co/LWBV2b4wd3"
"19242","I just dropped a sandwich I spent 10 minutes making and my dog ate it before I could pick it up, so that's how my day is going",0,FALSE,FALSE,"806253454951792640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:46:17 +0000 2016",NA,NA,"en",2,FALSE,"Olympia, Washington","545373693","18 - Aquarius - Sprint Cars",TRUE,"Wed Apr 04 17:15:50 +0000 2012",12437,768,7281,FALSE,NA,"Haley",NA,"en",NA,480,"haley6x","US","United States","admin","Washington, USA",NA,NA,47.273022,-120.882482,NA,NA,NA,NA
"19248","I'll eat vegan dog food",0,FALSE,FALSE,"806253458890387457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:46:18 +0000 2016",NA,NA,"en",15,FALSE,"King of Mars","800989236","I don't unfollow I expect the same loyalty 412-636-2319 TrapLineBling FOR BOOKING $150 a show PhillyPhilComedy@gmail.com #Subscribe <U+2193><U+21E9>",TRUE,"Mon Sep 03 18:53:35 +0000 2012",55064,1339,3626,FALSE,"http://www.youtube.com/user/PhillyPhilComedy/videos","Dogboy3",NA,"en",NA,1217,"RealPhillyPhil","US","United States","city","Pittsburgh, PA",NA,NA,40.431389,-79.9806895,NA,NA,NA,NA
"19548","Soo we found this kitty and now my dog thinks he's getting replaced https://t.co/u5QhkYwtrs",0,FALSE,FALSE,"806253655712264192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:05 +0000 2016",NA,NA,"en",1,FALSE,"Taylor, TX","880428925",NA,TRUE,"Sun Oct 14 15:59:49 +0000 2012",1450,505,2145,FALSE,NA,"SIERRA",NA,"en",NA,488,"leschber_sierra","US","United States","admin","Texas, USA",NA,NA,31.1688935,-100.0768885,NA,NA,NA,NA
"19579","I just want my dog, that's all, just a nice cuddle with my dog",0,FALSE,FALSE,"806253678231453696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:11 +0000 2016",NA,NA,"en",3,FALSE,"Medina - Kent","405125908","KSU '18 // Phi Mu",TRUE,"Fri Nov 04 22:04:39 +0000 2011",7785,543,5176,FALSE,NA,"Delanie Kocias","Central Time (US & Canada)","en",-21600,598,"DelanieTaylor14","US","United States","city","Kent, OH",NA,NA,41.1602505,-81.3504345,NA,NA,NA,NA
"19620","I'm finding every reason to buy myself a puppy yo.",0,FALSE,FALSE,"806253701832802304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:16 +0000 2016",NA,NA,"en",31,FALSE,"Philadelphia, PA","58926582","Issue 1 of @PlugMagazine out now",TRUE,"Tue Jul 21 21:24:38 +0000 2009",253165,1915,4042,FALSE,"https://joom.ag/HGLQ","Chan","Eastern Time (US & Canada)","en",-18000,942,"ChanTheDon","US","United States","city","Philadelphia, PA",NA,NA,40.0048655,-75.117998,NA,NA,NA,NA
"19623","@lexywiggleton I'm very scared :) so I'm hiding in my bathtub while he ""looks for his dog""",0,FALSE,FALSE,"806253704730984449","lexywiggleton","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:17 +0000 2016","806253560086134784","792590833","en",2,FALSE,"Arkansas, USA","792590833","yea I like metal <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",TRUE,"Thu Aug 30 23:03:39 +0000 2012",21137,1078,14520,FALSE,"http://www.illpayu2bmyfriend.com","llex","Central Time (US & Canada)","en",-21600,894,"lexywiggleton","US","United States","admin","Arkansas, USA",NA,NA,34.7519365,-92.131274,NA,NA,NA,NA
"19635","I pointed my fingers in the shape of a gun at my dog and now I'm being accused of being an ATF special agent.",0,FALSE,FALSE,"806253714566561792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:19 +0000 2016",NA,NA,"en",81,FALSE,"Jac/k/son County, OR","3226079689","Gun collecting gay Christian with a passion for equality and the US Constitution | Ily Jackie | Opinions do not represent employers or affiliated organizations",TRUE,"Mon May 25 09:57:01 +0000 2015",74182,3607,39373,FALSE,NA,"Friendly in Cherno?","Pacific Time (US & Canada)","en",-28800,235,"TrueNugget","US","United States","city","White City, OR",NA,NA,42.431738,-122.8447535,NA,NA,NA,NA
"19637","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/18Ia3HSETv",0,FALSE,FALSE,"806253715468468225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:19 +0000 2016",NA,NA,"und",7,FALSE,"Houston, TX","526731893","Texas Southern University <ed><U+00A0><U+00BD><ed><U+00B0><U+00AF><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE> | #TxSU20",TRUE,"Fri Mar 16 19:45:53 +0000 2012",28610,15745,10356,FALSE,NA,"December 19th <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0088>.",NA,"en",NA,5976,"JayeNick_","US","United States","city","Houston, TX",NA,NA,29.838495,-95.4464865,NA,NA,"https://gaming.youtube.com/know/live","https://t.co/18Ia3HSETv"
"19647","Opened my door to my apartment, turned on the lights, and there's a lil pup sitting there. I don't own a dog. https://t.co/sFrBq40NT9",0,FALSE,FALSE,"806253721223135233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:21 +0000 2016",NA,NA,"en",1,FALSE,NA,"23627158","MA•23 <ed><U+00A0><U+00BD><ed><U+00B5><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BD><U+0082><ed><U+00A0><U+00BC><ed><U+00BC><U+0099><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><U+26B0><U+FE0F>",TRUE,"Tue Mar 10 18:21:10 +0000 2009",7168,275,1054,FALSE,NA,"Brie Dean","Quito","en",-18000,562,"Briedean","US","United States","city","Milford, MA",NA,NA,42.15418,-71.526844,NA,NA,NA,NA
"19829","I need this shirt https://t.co/wDTb2aKCcH",0,FALSE,FALSE,"806253854123761664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 21:47:52 +0000 2016",NA,NA,"en",12,FALSE,"Texas forever","30219635","HTX//TTU'20MG<ed><U+00A0><U+00BD><ed><U+00B0><U+0098><U+2764>
@jay_wagg is my person",TRUE,"Fri Apr 10 13:56:36 +0000 2009",80707,1380,29874,FALSE,"http://instagram.com/arickapotts","Aricka","Central Time (US & Canada)","en",-21600,788,"arickapotts","US","United States","city","Lubbock, TX",NA,NA,33.5705265,-101.897173,NA,NA,"https://twitter.com/hughmyrone/status/806257869452513280","https://t.co/wDTb2aKCcH"
"19869","Dreaming puppy. #dreaming #puppy #dog @ GenPro Energy Solutions https://t.co/eXI3BHCbHw",0,FALSE,FALSE,"806253874256506880",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 21:47:57 +0000 2016",NA,NA,"en",8,FALSE,"Rapid City, SD","106214186","My bike is better than yours.",TRUE,"Mon Jan 18 21:24:31 +0000 2010",1088,57,174,FALSE,"http://CoppellStereo.com","Steven Wilke","Central Time (US & Canada)","en",-21600,82,"StevenRidesBike","US","United States","city","Summerset, SD",NA,NA,44.1966585,-103.3410275,44.20851457,-103.35886035,"https://twitter.com/itsjp__10/status/805536262891380736","https://t.co/eXI3BHCbHw"
"19871","Still salty about my mom giving my dog away<ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",0,FALSE,FALSE,"806253875950800896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:47:58 +0000 2016",NA,NA,"en",0,FALSE,NA,"565943250","Never lucky, forever blessed",TRUE,"Sun Apr 29 00:50:09 +0000 2012",1558,218,3341,FALSE,NA,"Alyssa Diaz-Ryan",NA,"en",NA,119,"alyssacheer1","US","United States","city","Isla Vista, CA",NA,NA,34.421639,-119.8550785,NA,NA,NA,NA
"19999","@Ipreferapple @LovelySheriff Oh I was expecting an actual dog and cat. Ik the cat is real but still",0,FALSE,FALSE,"806253950454337538","Ipreferapple","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:48:15 +0000 2016","806253253692362753","705220029231603712","en",4,FALSE,"Cedar Rapids (Storybrooke, ME)","879177864","17 | I have ADHD Aspergers Anxiety Depression exc. func. deficit Scoliosis & im Twice exceptional | Bea 9/20/15 | Jacob 10/22/15 | OnceABC 10/31/15",TRUE,"Sun Oct 14 02:54:41 +0000 2012",7094,466,6096,FALSE,NA,"Bekah Burton <ed><U+00A0><U+00BC><ed><U+00BD><U+009F>","Central Time (US & Canada)","en",-21600,840,"blyn99","US","United States","city","Hiawatha, IA",NA,NA,42.0596565,-91.713432,NA,NA,NA,NA
"20014","@Timmysmash23 lemme do some research for you dog",0,FALSE,FALSE,"806253961347026944","Timmysmash23","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 21:48:18 +0000 2016","806253183416803329","419897847","en",2,FALSE,NA,"41958469","Sunny Side Up",TRUE,"Sat May 23 02:44:21 +0000 2009",17128,532,7555,FALSE,NA,"Sam Edlund","Central Time (US & Canada)","en",-21600,474,"Eddy1765","US","United States","city","Moline, IL",NA,NA,41.4872265,-90.485725,NA,NA,NA,NA
"20075","As an American woman combat veteran with a service dog, I have to say @AmericanAir leaves something to be desired. #DoBetter",0,FALSE,FALSE,"806254006334951424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 21:48:29 +0000 2016",NA,NA,"en",34,FALSE,"Los Angeles, CA","277053939","Brown & proud | Grad student of Urban Sustainability | Army combat medic - Iraq veteran | Common Defense PAC | #TrumpBlueFalcon",TRUE,"Mon Apr 04 16:15:30 +0000 2011",10482,638,1712,FALSE,"http://CommonDefensePAC.org","Wendy Barranco","Pacific Time (US & Canada)","en",-28800,1275,"WhiskeyBravoLA","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"20121","<ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0080> https://t.co/P9XBV0EIt1",0,FALSE,FALSE,"806254046357164032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:48:38 +0000 2016",NA,NA,"und",36,FALSE,"inna trap store near u","768321792","heartbroken lezzy heartthrob. <U+0950>",TRUE,"Sun Aug 19 22:08:03 +0000 2012",104895,1253,11483,FALSE,NA,"hisokaTRE <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>","Eastern Time (US & Canada)","en",-18000,811,"Ch0pped","US","United States","city","Houston, TX",NA,NA,29.838495,-95.4464865,NA,NA,"https://forcechange.com/163663/find-serial-dog-killer-responsible-for-burning-and-poisoning-dogs/","https://t.co/P9XBV0EIt1"
"20134","Update: pup and I are chilling. I think we're really hitting it off. I think I own a dog now? https://t.co/LLaxENsVui",0,FALSE,FALSE,"806254052132712449","Briedean","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:48:40 +0000 2016","806253721223135233","23627158","en",1,FALSE,NA,"23627158","MA•23 <ed><U+00A0><U+00BD><ed><U+00B5><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BD><U+0082><ed><U+00A0><U+00BC><ed><U+00BC><U+0099><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><U+26B0><U+FE0F>",TRUE,"Tue Mar 10 18:21:10 +0000 2009",7169,275,1054,FALSE,NA,"Brie Dean","Quito","en",-18000,562,"Briedean","US","United States","city","Milford, MA",NA,NA,42.15418,-71.526844,NA,NA,NA,NA
"20349","Can't beat this weather! <U+2600><U+FE0F>#dogwalk #december #california @ Los Gatos Creek Dog Park https://t.co/W8ZbwQ7CEM",0,FALSE,FALSE,"806254198828376064",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 21:49:15 +0000 2016",NA,NA,"en",17,FALSE,"Cambridge, MA","979312783","Running, yoga, dogs, teaching, good food, kindness, disability advocacy, traveling, friends, family. Not necessarily in that order.",TRUE,"Thu Nov 29 22:44:56 +0000 2012",2127,76,2330,FALSE,NA,"Jenna Wharff","Eastern Time (US & Canada)","en",-18000,268,"ndpndntjn","US","United States","city","Campbell, CA",NA,NA,37.280837,-121.9552285,37.27169751,-121.94944512,"http://ift.tt/2h31zLN","https://t.co/W8ZbwQ7CEM"
"20402","Dammit Cooper https://t.co/QwdhNrJITZ",0,FALSE,FALSE,"806254236363264001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:24 +0000 2016",NA,NA,"en",2,FALSE,"Small town, Ohio","1882662985","Angry music & excessive use of gargantuan. <U+270C><U+FE0F>",TRUE,"Thu Sep 19 10:08:05 +0000 2013",4516,105,9769,FALSE,NA,"Taylor Burroughs",NA,"en",NA,88,"taayb__","US","United States","city","Sylvania, OH",NA,NA,41.6930445,-83.7122465,NA,NA,"http://www.topbuzzapp.com/article/i6202015685473862148?app_id=1106","https://t.co/QwdhNrJITZ"
"20439","Taking a break from all this nonsense to bring you.... CUTE PUPPY.    That's all. https://t.co/oHQ6SVFJWr",0,FALSE,FALSE,"806254256877539328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:28 +0000 2016",NA,NA,"en",202,FALSE,"Bryan - College Station, TX","16292883","News Anchor and Executive Producer at KBTX-TV (CBS). Proud Texas native and weather nerd. Breaking news is my thing.",TRUE,"Mon Sep 15 06:38:03 +0000 2008",17661,6398,1721,FALSE,NA,"Rusty Surette","Central Time (US & Canada)","en",-21600,1297,"KBTXRusty","US","United States","city","College Station, TX",NA,NA,30.5854715,-96.2916485,NA,NA,NA,NA
"20525","That's what ima do for my puppy <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/FpnKtl9Let",0,FALSE,FALSE,"806254322061164544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:44 +0000 2016",NA,NA,"en",7,FALSE,NA,"3287275892",NA,TRUE,"Wed Jul 22 06:59:19 +0000 2015",10270,431,6427,FALSE,NA,"lay <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>","PDT","en",-28800,418,"loniwashere","US","United States","city","El Sobrante, CA",NA,NA,37.964937,-122.281278,NA,NA,"https://twitter.com/raremarvin/status/806261002073468928","https://t.co/FpnKtl9Let"
"20532","@hahahnancyy https://t.co/8CUpWdep51",0,FALSE,FALSE,"806254325970239488","hahahnancyy","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:45 +0000 2016",NA,"3009624277","und",2,FALSE,"Anaheim","146886532",NA,TRUE,"Sat May 22 16:08:18 +0000 2010",5481,295,3069,FALSE,NA,"Mr.Lorenzo","Pacific Time (US & Canada)","en",-28800,367,"LuisLorenzo94","US","United States","city","Anaheim, CA",NA,NA,33.842863,-117.851089,NA,NA,"http://www.foxnews.com/health/2016/12/06/texas-lowes-hires-disabled-veteran-and-his-service-dog.html","https://t.co/8CUpWdep51"
"20536","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/gKeXQkOONo",0,FALSE,FALSE,"806254327031627781",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:45 +0000 2016",NA,NA,"und",23,FALSE,"Michigan ","756622304","Go Green",TRUE,"Tue Aug 14 06:40:23 +0000 2012",59248,867,9192,FALSE,NA,"Biggie Munn","Eastern Time (US & Canada)","en",-18000,510,"davo_iguodala","US","United States","city","Ypsilanti, MI",NA,NA,42.245713,-83.6018025,NA,NA,"https://www.instagram.com/p/BNbk9BfDcx5/","https://t.co/gKeXQkOONo"
"20558","Ahhhhh <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00BB> https://t.co/Y5aB7mVlHd",0,FALSE,FALSE,"806254338184192001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:48 +0000 2016",NA,NA,"und",0,FALSE,NA,"2991558850","If you cant stop thinking about it don't stop working for it | Aspiring Beautician | DTX #CowboysNation",TRUE,"Thu Jan 22 05:35:06 +0000 2015",3097,960,4511,FALSE,NA,"Rachel McElreath <U+2603><U+FE0F>",NA,"en",NA,494,"RachelMcelreath","US","United States","city","Garland, TX",NA,NA,32.907642,-96.621634,NA,NA,"https://twitter.com/cuteassshawty/status/804695502759424000","https://t.co/Y5aB7mVlHd"
"20572","Your a waste of time and breathe put a muzzle on your mouth https://t.co/SSR1if4hu9",0,FALSE,FALSE,"806254346404970500",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:50 +0000 2016",NA,NA,"en",58,FALSE,"United States","706994715258793985","Please take a moment & help save a life by Retweeting or adopting, my heart breaks <ed><U+00A0><U+00BD><ed><U+00B2><U+0094>4 these dogs & cats #AdoptDogs #AdoptCats #StillWithHer",TRUE,"Tue Mar 08 00:07:30 +0000 2016",14877,325,5401,FALSE,NA,"#NotMyPresident <U+2728>",NA,"en",NA,326,"Charv53","US","United States","city","Anchorage, AK",NA,NA,61.2350425,-149.7587945,NA,NA,"http://bit.ly/2fweLsm","https://t.co/SSR1if4hu9"
"20584","I have puppy fever like craaaaazzzzyyyyy <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><U+2763><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>",0,FALSE,FALSE,"806254354105769984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:52 +0000 2016",NA,NA,"en",7,FALSE,NA,"739228008","Greek American | Snapchat @makaylapeer",TRUE,"Sun Aug 05 20:58:34 +0000 2012",13764,1714,2045,FALSE,"https://Instagram.com/makaylapeer/","MaKayla <U+2655>","Atlantic Time (Canada)","en",-14400,406,"mrp_9","US","United States","city","Orlando, FL",NA,NA,28.5016785,-81.3677725,NA,NA,NA,NA
"20610","Slowly becoming a dog smh",0,FALSE,FALSE,"806254372590129152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:49:56 +0000 2016",NA,NA,"en",10,FALSE,NA,"1138052834","Stand up Comedian from North Carolina trying to make it<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>",TRUE,"Thu Jan 31 22:12:04 +0000 2013",14678,2212,13022,FALSE,NA,"Lavell Sims","America/Chicago","en",-21600,473,"DAMNITIMREAL","US","United States","city","Greensboro, NC",NA,NA,36.090397,-79.8573635,NA,NA,NA,NA
"20624","Just saw a dog casually in the women's bathroom. That's fine.",0,FALSE,FALSE,"806254381335269377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 21:49:58 +0000 2016",NA,NA,"en",17,FALSE,"Metro Detroit, MI","1537550815","i like food. i am a ball of sleep-deprivation, coffee, beer, & theatre. hire me. <U+270C>",TRUE,"Fri Jun 21 23:21:19 +0000 2013",7364,366,3549,FALSE,NA,"<ed><U+00A0><U+00BE><ed><U+00B6><U+0083>","Atlantic Time (Canada)","en",-14400,1086,"meganparuta","US","United States","city","Ypsilanti, MI",NA,NA,42.245713,-83.6018025,NA,NA,NA,NA
"20773","It's hard to study when your dog is sitting behind you barking so you'll play with him.... someone pls take him for the day",0,FALSE,FALSE,"806254470283849728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 21:50:19 +0000 2016",NA,NA,"en",7,FALSE,"Tampa, FL","277319711","UCF¤<U+03A0><U+0392>F. #BringYeetBack2K16 #DownToClown",TRUE,"Tue Apr 05 03:54:27 +0000 2011",22101,1141,53940,FALSE,"https://www.instagram.com/alexsadler21/","A$AD","Quito","en",-18000,606,"AlexSadler21","US","United States","admin","Florida, USA",NA,NA,27.698682,-83.804475,NA,NA,NA,NA
