"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"30049","Ahhhh Cat Power <ed><U+00A0><U+00BD><ed><U+00B2><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",0,FALSE,FALSE,"806234102672130048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:29:23 +0000 2016",NA,NA,"en",2,FALSE,NA,"123458787","For British Eyes Only",TRUE,"Tue Mar 16 04:44:04 +0000 2010",11743,192,1205,FALSE,NA,"Quincy Jones","Pacific Time (US & Canada)","en",-28800,147,"_samsterdam","US","United States","city","Thousand Oaks, CA",NA,NA,34.188478,-118.9188865,NA,NA,NA,NA
"30334","In Culver City before heading to West Hollywood and I try to snap a picture of a cat being walked on a leash, ninja-like, and owner freaks",0,FALSE,FALSE,"806234350664593408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 20:30:22 +0000 2016",NA,NA,"en",4,FALSE,"Los Angeles, CA","15755189","Decent tipper. Rambler. Writer. Radical Dreamer.",TRUE,"Wed Aug 06 21:06:03 +0000 2008",47,139,1053,FALSE,"https://www.facebook.com/alexsullivanbahr","Alex Sullivan Bahr","Pacific Time (US & Canada)","en",-28800,329,"alexbahr","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"30376","@Bootzworth I can't wait to cat with you again <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",0,FALSE,FALSE,"806234400954445824","Bootzworth","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:30:34 +0000 2016","806228356454813696","2381220696","en",16,FALSE,"Central Maryland","1599332040","The wacky adventures of a small winged floofy black cat. Soon to also be a scary purple monster! They/Them pronouns please! Icon by @BriMercedes",TRUE,"Tue Jul 16 21:56:59 +0000 2013",33472,1742,15894,FALSE,NA,"Post Con Feels","Eastern Time (US & Canada)","en",-18000,513,"RexxieCat","US","United States","city","Forestville, MD",NA,NA,38.8527645,-76.865983,NA,NA,NA,NA
"30403","My cat's eyes are so mysterious and deep and mine are just brown and blah.",0,FALSE,FALSE,"806234436282892288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:30:43 +0000 2016",NA,NA,"en",3,FALSE,"The Moon","84504245","| PHOTOGRAPHER | ART MAKER |  EXPLORER  |",TRUE,"Fri Oct 23 04:25:07 +0000 2009",456,176,4303,FALSE,NA,"GABY","Pacific Time (US & Canada)","en",-28800,217,"GvbrielaOrtiz","US","United States","city","San Diego, CA",NA,NA,32.810012,-117.104989,NA,NA,NA,NA
"30466","Definitely fitz for ya https://t.co/2pv2TCscBH",0,FALSE,FALSE,"806234492197335040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:30:56 +0000 2016",NA,NA,"en",4,FALSE,"happy place","2525792897","MI • DHS Alumni '16",TRUE,"Sat May 03 16:28:02 +0000 2014",6044,356,3543,FALSE,NA,"Maddie",NA,"en",NA,395,"Schoenoff","US","United States","city","Davison, MI",NA,NA,43.026291,-83.532268,NA,NA,"http://www.publico.es/sociedad/animalistas-piden-protocolo-rescate-animales.html","https://t.co/2pv2TCscBH"
"30528","@UrsulaV IMHO, tiny triumphs are the ones that matter. (Pets cat took  him a year to befriend)",0,FALSE,FALSE,"806234554331635712","UrsulaV","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:31:11 +0000 2016","806230887994159104","11342242","en",39,FALSE,"Portland, OR","86202074","White silence is violence. If that statement bothers you, ask yourself why.",TRUE,"Fri Oct 30 00:28:38 +0000 2009",40133,445,304,FALSE,"http://picknit.com","Isaac Rabinovitch","Pacific Time (US & Canada)","en",-28800,513,"isaac32767","US","United States","city","Portland, OR",NA,NA,45.536402,-122.630908,NA,NA,NA,NA
"30563","Join the Revolution against cat scratch fever! Client education on Bartonella henselae!… https://t.co/OzDZ0z92nR",0,FALSE,FALSE,"806234604466094080",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 20:31:23 +0000 2016",NA,NA,"en",3,FALSE,"Amissville, Va","704787532437962753","Welcome to Clevengers Corner Veterinary Care, the region’s premier veterinary experience. We pledge to always treat your pets as members of our family.",TRUE,"Tue Mar 01 21:56:56 +0000 2016",158,18,216,FALSE,"http://www.clevengerscorner.com","ClevengersCornerVet",NA,"en",NA,62,"ccvetcare","US","United States","admin","Virginia, USA",NA,NA,38.0033755,-79.420865,38.67841,-77.91846,"http://www.publico.es/sociedad/animalistas-piden-protocolo-rescate-animales.html","https://t.co/OzDZ0z92nR"
"30566","#PhoenixLostFound Lost kitten!! (McClintock and Don Carlos Avenue): Lost kitten!! About four months old Named…… https://t.co/QVUP61F1uR",0,FALSE,TRUE,"806234606760443904",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",FALSE,"Tue Dec 06 20:31:24 +0000 2016",NA,NA,"en",9,FALSE,"Phoenix Arizona","3019837997",NA,TRUE,"Thu Feb 05 13:39:19 +0000 2015",28104,50,0,FALSE,"http://cur.lv/imrpr","Phoenix Lost&Found","Mountain Time (US & Canada)","en",-25200,67,"Phoenix_LAF","US","United States","city","Phoenix, AZ",NA,NA,33.5528625,-112.1246765,33.4462674,-112.07372189,"http://ln.is/www.ccma.cat/tv3/ala/OZ0aF","https://t.co/QVUP61F1uR"
"30710","Me when people send me that annoying ""get more followers"" spam. #spam #kitten #CatsOfTwitter https://t.co/GVmPusoeAs",0,FALSE,FALSE,"806234747131281408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:31:57 +0000 2016",NA,NA,"en",42,FALSE,"Cambridge, MA","599602112","Did Masters in clin psych. I have Ehlers so I have gastropares, RSD, & other stuff, but I don't let it f with me. Launching biz soon! <U+2764><U+FE0F>ifb or I ufb #MGWV #NSFT",TRUE,"Mon Jun 04 22:09:03 +0000 2012",4882,9064,3996,FALSE,"https://m.facebook.com/home.php?refsrc=http%3A%2F%2Fwww.facebook.com%2F&refid=8&_rdr","Kara","Eastern Time (US & Canada)","en",-18000,8973,"Harvard_Sultana","US","United States","city","Cambridge, MA",NA,NA,42.3781975,-71.112377,NA,NA,NA,NA
"30781","This made me cry like a baby <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00BB> https://t.co/ObQXxNHlGe",0,FALSE,FALSE,"806234820112044032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:32:14 +0000 2016",NA,NA,"en",3,FALSE,NA,"1155125700","<U+2741>Blessed with the Best<U+2741>",TRUE,"Wed Feb 06 21:21:43 +0000 2013",1616,357,2502,FALSE,NA,"Maggie G.<U+2661>",NA,"en",NA,261,"gabriel_maggie","US","United States","city","Monmouth, OR",NA,NA,44.85018,-123.228831,NA,NA,"http://petango.com/Adopt/Cat-Domestic-Shorthair-34025461","https://t.co/ObQXxNHlGe"
"30849","@VampiraMonster @EightSexyLegs @huffmanbrenda9 Cat-thulu!",0,FALSE,FALSE,"806234877699964929","VampiraMonster","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Tue Dec 06 20:32:28 +0000 2016","806203283878641665","794159802129719297","in",7,FALSE,NA,"3815155769","Actor, author, n'er do well.",TRUE,"Tue Sep 29 13:50:39 +0000 2015",2022,39,4125,FALSE,NA,"Pete Blatchford","CDT","en",-21600,35,"pdpuddinpork","US","United States","city","Chicago, IL",NA,NA,41.8335845,-87.732013,NA,NA,NA,NA
"31221","I just saw a guy driving with a cat on his shoulders, he's literally living my dream",0,FALSE,FALSE,"806235289962180608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:34:06 +0000 2016",NA,NA,"en",2,FALSE,"
","2312858592",NA,TRUE,"Mon Jan 27 02:27:12 +0000 2014",2430,317,4109,FALSE,"http://Instagram.com/fkathena","athena <ed><U+00A0><U+00BC><ed><U+00BD><U+0092>","Arizona","en",-25200,276,"fkathenaa","US","United States","city","Fresno, CA",NA,NA,36.786042,-119.7824645,NA,NA,NA,NA
"31258",":( https://t.co/DYPStsFjeH",0,FALSE,FALSE,"806235327455199232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:34:15 +0000 2016",NA,NA,"und",1,FALSE,"<U+25E1>¨ ","2198759967","river ridge",TRUE,"Thu Nov 28 03:50:48 +0000 2013",10719,610,16990,FALSE,"https://youtu.be/hh2Ja7z2m7M","bailey zacherl",NA,"en",NA,590,"baileyzacherl","US","United States","admin","Georgia, USA",NA,NA,32.6782075,-83.1738665,NA,NA,"http://www.wynfoot.fr/actualites/categorie/chelsea/114034657?t=manu_petit_agueero_il_peut_le_tuer_cest_une_tentative_de_meurtre","https://t.co/DYPStsFjeH"
"31343","Replace carpet with vinyl ""wood"" floors. Swiffer once in a while. The first cat vomit makes it all worth it. #HousecleaningShortcuts",0,FALSE,FALSE,"806235420287713280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:34:37 +0000 2016",NA,NA,"en",3,FALSE,"Wisconsin","284249881","Let me ho ho hold your hair back for you. I told you to go easy on the eggnog.",TRUE,"Mon Apr 18 23:05:16 +0000 2011",5873,232,6391,FALSE,NA,"Lisa Holm","Central Time (US & Canada)","en",-21600,156,"retiredlisa","US","United States","city","Milwaukee, WI",NA,NA,43.0567225,-87.9672925,NA,NA,NA,NA
"31366","I'm literally in tears https://t.co/kkkpSOwdHu",0,FALSE,FALSE,"806235463019175936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:34:48 +0000 2016",NA,NA,"en",7,FALSE,"Anaheim, CA","1203015882","I've got a brand to uphold.",TRUE,"Thu Feb 21 04:56:28 +0000 2013",18254,356,19132,FALSE,NA,"erindelle <U+2744><U+FE0F><U+2603><U+FE0F>","Arizona","en",-25200,407,"misserinwhite","US","United States","city","Fullerton, CA",NA,NA,33.8893475,-117.9248925,NA,NA,"http://www.petitems2day.info/US/landing-static/twitter09/?id=http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337889868&item=182379543948&vectorid=229466&lgeo=1","https://t.co/kkkpSOwdHu"
"31370","@TLBTim that cat.. I love that cat and I don't even know it.",0,FALSE,FALSE,"806235467498876930","TLBTim","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:34:49 +0000 2016","806234651249537031","11920902","en",8,FALSE,"Texas, USA","717001376878833664","Life uncensored. Adventure loving guy. Michigan native slumming it in DFW.",TRUE,"Mon Apr 04 14:50:24 +0000 2016",3536,51,7751,FALSE,"https://52hikeswithmike.wordpress.com/","Mike","Central Time (US & Canada)","en",-21600,836,"mjn126","US","United States","city","Frisco, TX",NA,NA,33.1501395,-96.835249,NA,NA,NA,NA
"31418","Adoptive Cat-Dad, Self Made, Turtle-Crane Hybrid man, Human Snowblower, friend, and producer;… https://t.co/nR4tptM8yM",0,FALSE,FALSE,"806235517612335104",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Dec 06 20:35:01 +0000 2016",NA,NA,"en",8,FALSE,"Houston, TX","4847882243","Lyricist. Authentic. Dynamic. GOAT.  #LameWays #theArtistry thelazyGenius bookjulianoutlaw@gmail.com",TRUE,"Tue Jan 26 02:40:04 +0000 2016",1815,179,2108,FALSE,"https://soundcloud.com/julian-outlaw/","#SheSayWhaa !?!",NA,"en",NA,139,"JulianOutlaw","US","United States","city","Corvallis, OR",NA,NA,44.5692455,-123.2793435,44.56510791,-123.279007,"http://kellysthoughtsonthings.com/feline-pine-original-non-clumping/","https://t.co/nR4tptM8yM"
"31433","Literally my cat https://t.co/HxIWOn8C3Z",0,FALSE,FALSE,"806235529456955392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:35:04 +0000 2016",NA,NA,"en",2,FALSE,NA,"1643295078","I'm pretty lame dude.",TRUE,"Sat Aug 03 17:49:32 +0000 2013",12206,269,3684,FALSE,NA,"frida.","Pacific Time (US & Canada)","en",-28800,219,"fridathepickle","US","United States","city","Moreno Valley, CA",NA,NA,33.921924,-117.21792,NA,NA,"http://www.llibertat.cat/2016/12/celra-ha-rebatejat-avui-la-placa-de-la-constitucio-amb-el-nom-de-la-poetessa-maria-merce-marcal-37089","https://t.co/HxIWOn8C3Z"
"31470","@Shane_Bcliffe15 crying my eyes out! https://t.co/M4rvEDhwCh",0,FALSE,FALSE,"806235555994497024","Shane_Bcliffe15","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:35:10 +0000 2016",NA,"88148111","en",12,FALSE,"Glenolden, PA","3311559220","Queen<U+2655> •Been a bitch since '93<U+270C> •Shane'Ryan <ed><U+00A0><U+00BC><ed><U+00BC><U+0099> & <ed><U+00A0><U+00BD><ed><U+00B4><U+0099> • Bayley Rose<ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>•",TRUE,"Sun Jun 07 04:45:51 +0000 2015",6548,130,1739,FALSE,NA,"Marissa<ed><U+00A0><U+00BD><ed><U+00B2><U+008B>",NA,"en",NA,100,"xxmariss3","US","United States","city","Glenolden, PA",NA,NA,39.89825,-75.2926705,NA,NA,"https://www.change.org/en-GB/petitions/mayor-of-valletta-monument-for-masha-valletta-s-cat","https://t.co/M4rvEDhwCh"
"31526","FAITH IN HUMANITY RESTORED<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> poor kitty!!! BRING YOUR PETS INSIDE OVERNIGHT!!! https://t.co/sVeQu4Vfnp",0,FALSE,FALSE,"806235609027051520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:35:22 +0000 2016",NA,NA,"en",0,FALSE,NA,"1665228986","Pain makes people change...",TRUE,"Mon Aug 12 14:35:30 +0000 2013",23768,360,15061,FALSE,NA,"Kristy Cuellar",NA,"en",NA,357,"KristyCuellar","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,"http://j.mp/2gW9rhP","https://t.co/sVeQu4Vfnp"
"31824","this girl driving next to me has her cat just chilling on her dashboard???",0,FALSE,FALSE,"806235941794959360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:36:42 +0000 2016",NA,NA,"en",0,FALSE,"nky","1056137647","sc: abigailbmarie",TRUE,"Wed Jan 02 21:18:22 +0000 2013",9046,762,29151,FALSE,"http://Instagram.com/abigaillbmarie/","abbie",NA,"en",NA,456,"abigailbmarie","US","United States","city","Erlanger, KY",NA,NA,39.0176855,-84.5772645,NA,NA,NA,NA
"31865","This #job might be a great fit for you: TECH-CAT SCAN - https://t.co/mVU0yD99tF #Healthcare #Phoenix, AZ #Hiring #CareerArc",0,FALSE,FALSE,"806235987277811712",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Tue Dec 06 20:36:53 +0000 2016",NA,NA,"en",169,FALSE,"Phoenix, AZ","21683752","Follow this account for geo-targeted Healthcare job tweets in Phoenix, AZ. Need help? Tweet us at @CareerArc!",TRUE,"Mon Feb 23 19:31:31 +0000 2009",886,1206,0,FALSE,"http://www.careerarc.com/job-seeker","TMJ- PHX Health Jobs","Eastern Time (US & Canada)","en",-18000,1424,"tmj_phx_health","US","United States","city","Phoenix, AZ",NA,NA,33.5528625,-112.1246765,33.5694587,-112.0708775,"http://www.ninahartley.org/when-the-cats-away-slutty-slaves-play-2/","https://t.co/mVU0yD99tF"
"32232","<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB> aw I wannnnt https://t.co/qFzaEdy1NN",0,FALSE,FALSE,"806236385845743616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:38:28 +0000 2016",NA,NA,"en",6,FALSE,"The Netherlands","535569232","Queen Kristina <U+2764>",TRUE,"Sat Mar 24 18:00:50 +0000 2012",61612,1419,1568,FALSE,NA,"OhShit_ItsJennii <U+30C4>","Atlantic Time (Canada)","en",-14400,1391,"jenniix33_","US","United States","city","Chula Vista, CA",NA,NA,32.633767,-117.022463,NA,NA,"http://www.wynfoot.fr/actualites/categorie/mercato/114035035?t=om_cest_confirme_pour_passi","https://t.co/qFzaEdy1NN"
"32273","The joy of chasing after a cat with poop hanging out of it's butt. 
Maybe not ""joy""; what's the opposite word?",0,FALSE,FALSE,"806236441609015296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:38:41 +0000 2016",NA,NA,"en",8,FALSE,"seattle","60636603","Longtime rebel without a clue, fighting the what the where and the who.  Willing to spill it all out, but that's no cause to shout.",TRUE,"Mon Jul 27 16:13:15 +0000 2009",4416,64,107,FALSE,"http://funkaspuck.com","Funk As Puck",NA,"en",NA,94,"funkaspuck","US","United States","city","SeaTac, WA",NA,NA,47.442583,-122.2964885,NA,NA,NA,NA
"32295","i gave 3 of u a cat and u all failed me @hannahn970 @oregon_jets96 https://t.co/B35PjHDwdC",0,FALSE,FALSE,"806236475545292800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:38:49 +0000 2016",NA,NA,"en",1,FALSE,NA,"84511418","drink more water or you might die",TRUE,"Fri Oct 23 05:17:17 +0000 2009",2114,464,1904,FALSE,"http://bit.ly/2gSPiby","squid","Pacific Time (US & Canada)","en",-28800,303,"sidneytaylorr","US","United States","city","Baton Rouge, LA",NA,NA,30.4591,-91.0907995,NA,NA,"http://fb.me/5NVzZV4Dh","https://t.co/B35PjHDwdC"
"32332","Can't decide what to name this cat",0,FALSE,FALSE,"806236519069577216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:38:59 +0000 2016",NA,NA,"en",4,FALSE,NA,"514742630","Jordan Anthony & Lyla Elaine <U+2764><U+2764> 12/8/15 
http://snapchat.com/add/bwolffffff",TRUE,"Sun Mar 04 20:38:50 +0000 2012",26028,903,20805,FALSE,NA,"Mom","Arizona","en",-25200,938,"BreannaWolford","US","United States","city","Amherst, OH",NA,NA,41.400245,-82.215119,NA,NA,NA,NA
"32385","@xxblondienxx @realDonaldTrump because that cat is much more mature and intelligent than u will ever be. Not easily manipulated, either.",0,FALSE,FALSE,"806236580755206144","xxblondienxx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 20:39:14 +0000 2016","806216354453999616","426283282","en",2,FALSE,"Westerly, RI","359152763","Extreme liberalism in many cases is a diagnosable mental disorder.",TRUE,"Sun Aug 21 03:19:52 +0000 2011",1133,12,650,FALSE,NA,"Kevin K","Quito","en",-18000,22,"KevinK_2012","US","United States","city","Ashburn, VA",NA,NA,39.0311595,-77.4771055,NA,NA,NA,NA
"32440","I legit just cried https://t.co/plnMV0giBm",0,FALSE,FALSE,"806236652448444418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:39:31 +0000 2016",NA,NA,"en",3,FALSE,NA,"308261545","Let them eat cake ---------------9/16/11---------------",TRUE,"Tue May 31 03:12:03 +0000 2011",15705,504,6577,FALSE,NA,"Sarah Grindstaff<U+262F>","Central Time (US & Canada)","en",-21600,367,"SarahGrindable","US","United States","admin","North Carolina, USA",NA,NA,35.1704985,-79.861034,NA,NA,"https://goo.gl/X5dYpV?=L0NN","https://t.co/plnMV0giBm"
"32501","@brandon__alter he's such a sweet cat. He'd let me fake punch him all day.",0,FALSE,FALSE,"806236722258440192","brandon__alter","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:39:48 +0000 2016","806229732601856004","1353099007","en",55,FALSE,"Washington, D.C. | The Capital","1151789670","Credentialed NHL Reporter with Japers' Rink, Hockey Editor at Crooked Scoreboard, Contributor at Yahoo! Sports, The Classical & on CSN TV. Hockey's Hemingway.",TRUE,"Tue Feb 05 19:35:57 +0000 2013",13026,810,16614,FALSE,NA,"Jason Rogers","Eastern Time (US & Canada)","en",-18000,117,"HeyJayJRogers","US","United States","city","Washington, DC",NA,NA,38.898603,-77.0143985,NA,NA,NA,NA
"32522","@_ashleeyniicole damn it Smash!!! Now I wanna cry and hug my cat all day!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B2><U+0094>",0,FALSE,FALSE,"806236743695364096","_ashleeyniicole","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:39:53 +0000 2016","806234018467323905","735702931991715840","en",19,FALSE,"Zona Norte, Tijuana","221563766","Boxing over any other sport. I'm so bad, I make medicine sick. Snapchat: amazing_abel",TRUE,"Wed Dec 01 00:27:11 +0000 2010",47402,590,69631,FALSE,"https://www.instagram.com/greatestmexicanothateverlived/","<ed><U+00A0><U+00BC><ed><U+00B6><U+008E>EL GUZMAN","Tijuana","en",-28800,272,"Amazing_Abel93","US","United States","city","San Diego, CA",NA,NA,32.810012,-117.104989,NA,NA,NA,NA
"32609","My cat gets so pissed if I don't give him some chips",0,FALSE,FALSE,"806236843981283329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:40:17 +0000 2016",NA,NA,"en",1,FALSE,"Next door","1085284027","It's Jess",TRUE,"Sun Jan 13 07:10:00 +0000 2013",17130,469,19548,FALSE,NA,"Who's that girl","Eastern Time (US & Canada)","en",-18000,432,"jessjessibear","US","United States","city","Virginia Beach, VA",NA,NA,36.8025415,-76.069946,NA,NA,NA,NA
"32698","@ezra_rosenthal @YouTube @Sportmigos @DougieP2016 Hi!  Currently we do not have any plans for a cat park yet, but keep checking for updates!",0,FALSE,FALSE,"806236915137650689","ezra_rosenthal","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 20:40:34 +0000 2016","806212971114467332","753018032889266176","en",16,FALSE,"Philadelphia, PA","172021249","Join the social scene at Summit Park Communities in Philadelphia! Have Fun Where You Live! #SummitPhilly http://summitphilly.com/",TRUE,"Wed Jul 28 18:42:36 +0000 2010",1627,564,41,FALSE,"http://www.summitphilly.com","Summit Park Apts","Eastern Time (US & Canada)","en",-18000,1164,"SummitPhilly","US","United States","city","Hampstead, MD",NA,NA,39.6023165,-76.8517275,NA,NA,NA,NA
"32975","@kentishtowncats I fucking redeemed myself with a cat pic.",0,FALSE,FALSE,"806237250027683840","kentishtowncats","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 20:41:54 +0000 2016","806235982018314240","362963169","en",50,FALSE,NA,"198123914","Landlord of the Thalidomide Arms, best kept at arms length. WINNER OF THE PROPER MAG CUP 2016",TRUE,"Sun Oct 03 12:24:40 +0000 2010",98066,3305,73965,FALSE,NA,"D","Amsterdam","en",3600,1480,"vocnorth","US","United States","city","Hell, MI",NA,NA,42.4324375,-83.9800175,NA,NA,NA,NA
"33008","taking a cat nap",0,FALSE,FALSE,"806237296441884673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:42:05 +0000 2016",NA,NA,"en",9,FALSE,"Monticello, AR","518994515","""You show me a good loser and I'll show you a loser""",TRUE,"Thu Mar 08 23:40:00 +0000 2012",88961,2209,6465,FALSE,NA,"Mack<ed><U+00A0><U+00BE><ed><U+00B4><U+00B4><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>","Eastern Time (US & Canada)","en",-18000,1939,"Sutty_ThatVirgo","US","United States","city","Monticello, AR",NA,NA,33.6207875,-91.782128,NA,NA,NA,NA
"33052","oh my goodness!! i love you so much!! you rock cat<ed><U+00A0><U+00BD><ed><U+00B8><U+0098><U+2764><U+FE0F> https://t.co/FMo7cfCafw",0,FALSE,FALSE,"806237356776951810",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:42:19 +0000 2016",NA,NA,"en",7,FALSE,"Eudora, KS","810023772","•The name of the Lord is a strong tower; the righteous run to it and are safe ~Proverbs 18:10• •KCKCC Volleyball Committ• Zoom Volleyball•",TRUE,"Sat Sep 08 02:36:52 +0000 2012",10665,668,16941,FALSE,"http://www.hudl.com/v/izpW5","Kennedy Shockley<U+2728>","Eastern Time (US & Canada)","en",-18000,599,"Kennedy_Noel4","US","United States","city","Eudora, KS",NA,NA,38.9315985,-95.0971615,NA,NA,"https://www.instagram.com/p/BNr4dVIhLqo/","https://t.co/FMo7cfCafw"
"33127","You can hear my professor's cat in the background of her recordings and it's the only thing getting me through this",0,FALSE,FALSE,"806237451220094976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:42:42 +0000 2016",NA,NA,"en",4,FALSE,"leatherwood ","239193034","I like Jesus and taco bell. snapchat: shawnwooton",TRUE,"Mon Jan 17 01:51:07 +0000 2011",6102,1030,7682,FALSE,NA,"shawn wooton","Eastern Time (US & Canada)","en",-18000,915,"shawnwooton","US","United States","admin","Kentucky, USA",NA,NA,37.822244,-85.7682405,NA,NA,NA,NA
